,OnSetAngleToPrey,Turn,RegistarIdx,CaptureSpeed
1,19.9650709160811,10.6748041354332,3,99.085206112261
2,-45.0301844907412,-30.1450389123921,4,12.3600944876713
3,-7.79061093978652,-13.4926527347525,5,7.25310695636377
4,47.9365205464664,41.9610880839155,6,14.4366305333933
5,36.5781649321138,33.2403147481587,7,15.5827613425653
6,15.8585600314823,12.261545656593,11,49.8951151871586
7,-21.576255113106,-14.6956888664827,16,14.4021624125834
8,18.4318309290893,19.5085886988447,26,46.5575287458355
9,-25.1072064232642,-25.415465894738,31,48.5748755262511
10,-21.4082486950274,-29.1370824390709,32,3.01714734035478
11,-9.30993247402023,-5.86938492506104,33,15.3144505019137
12,43.9141512344071,44.9790738694616,34,20.6989135539311
13,40.0102299271253,32.7945277946879,35,17.8993813906005
14,37.7558059594194,17.9885742098212,36,19.8897195509239
15,-66.3059157789729,-48.9377994854686,37,35.2614361304377
16,-75.4033196758661,-58.7917918310541,38,47.6788789344432
17,-19.1617516399205,-14.0051479544382,39,55.0603222991114
18,38.4075191741601,40.4322650034827,40,54.6390049568859
19,111.993845673651,50.6811971788622,47,20.1660764819782
20,-20.2478644574548,-20.0194281147579,49,9.5998371856643
21,8.26497207543591,11.9066443248407,50,17.2723137279251
22,-52.9360788645848,-38.9789015731666,51,8.23710594898833
23,9.49131502926591,10.7126269468492,55,74.836822336184
24,-45.9995389643215,-34.5811706020286,56,23.1716703044053
25,37.4300796200523,19.8493989880052,63,19.6782023901601
26,14.3510762411334,4.92174631926505,64,30.1755622545768
27,-37.0261099661297,-33.6943329793154,65,15.9669875350026
28,11.0936074996177,1.79497538564348,66,28.1788816233995
29,34.0265550796856,27.6550446091479,67,40.9284393466322
30,-27.2797198097107,-30.5503584334508,68,26.5833156696568
31,-36.6598082540901,-29.5001137084207,69,23.6160421980804
32,55.9780317071271,47.884003981974,70,25.4648887514985
33,-53.9657598926586,-46.5905805997135,73,21.343199870038
34,58.7311004370215,36.5567921942408,74,42.8827671018805
35,-86.2843124867039,-72.9823948629684,75,36.2638358128652
36,36.3399061494904,24.824699048149,76,37.5709368535455
37,-34.9829993242703,-24.1517817288287,79,25.6394097779055
38,-33.9414480794551,-23.9780773384291,80,28.3675537364367
39,-29.3752246532058,-25.5664878026258,81,21.6510570419773
40,-37.9022240225332,-28.5493988446493,82,0.0355803099587
41,-59.8184338247913,-61.1835466136291,83,22.4874366278022
42,48.6308017885484,10.5074076851137,84,17.9048730201849
43,68.2017345184963,45.342631674398,85,34.8479252773266
44,34.8155403480517,30.1737721251872,86,30.5865525470479
45,27.9910061863914,36.1909318536572,87,25.1031163275925
46,49.7691399873979,25.4837260301376,88,39.4234348958414
47,87.9217981295233,55.2529562807238,92,38.2874399007573
48,-60.5829778861434,-38.1903852225732,93,37.8740949587386
49,76.974322780788,36.7318549416647,94,13.8733524249044
50,38.2590570613751,32.1389151070943,95,29.6964755237498
51,-11.1489017708288,-13.0593156820021,101,51.2344847341139
52,-58.2792906724365,-43.8919452747644,102,39.6525999595747
53,92.9361888218753,60.6552959030602,103,33.085278601962
54,53.1812501479234,33.4379150024994,104,33.7894044742805
55,66.0718495319879,37.9151977308053,105,30.9718884872305
56,-58.5591846026251,-63.0094391694155,106,33.9244823234893
57,-92.092437442162,-61.4765624817785,107,31.9149078755937
58,46.223319155517,47.743120907174,110,13.2864952753992
59,10.1120794317676,7.05672183864073,111,24.8113624002153
60,15.1015469533221,21.8078486093965,115,26.7284133393338
61,44.6933543063429,48.7399356389885,116,34.2018381142722
62,88.6333486253498,81.1825983197349,117,24.7013112471756
63,83.3220849781063,93.6265682543147,118,25.6630906870001
64,-10.4243652827296,-9.620666378338,127,27.7831597780758
65,-22.6582430400147,-19.3301996713836,128,31.0752731564263
66,-76.61744435743,-73.1738369645907,133,8.76526472693105
67,69.1824591894167,58.7792695377106,134,13.8135976914669
68,-52.6845193217368,-34.3370918779754,148,24.2741465343295
69,35.8653064939328,26.6508860078978,158,15.9312496080535
70,13.8534185789582,4.16730881393522,159,36.4458879748998
71,16.0338518914638,11.7486652194948,160,35.3697177467377
72,83.9062769884422,42.5219251726063,172,24.8606888791189
73,-19.2805196836007,-2.08160350081096,173,34.4921156203452
74,-65.4702918890232,-42.4891223004099,174,55.3711303715298
75,74.062171765887,36.7920017326086,175,35.5971513902782
76,-81.0033458445114,-47.1654490868149,176,24.1971002173654
77,72.8215096428702,44.9275153357852,177,29.7483523451033
78,18.8251347887208,10.6237309634173,178,36.5630587429609
79,45.580584733393,27.5775687930535,179,27.0237786188776
80,-57.8474435396747,-29.7805720142885,180,31.748921575788
81,13.2369903893497,8.80399978844227,181,36.1574649201666
82,-65.5583028379643,-49.0238477574242,182,36.4485683321597
83,36.9329198819298,40.1026108369611,187,26.8181316149322
84,-26.1655356973235,-21.9465193976144,188,28.7933838039305
85,37.8253210694986,42.5588269748843,195,16.8060783149375
86,-18.375208811826,-14.2330543627692,201,76.9138650605066
87,43.1985400481778,52.3105246823809,211,50.191022008317
88,-18.7467249281335,-13.2529052128288,212,53.4797629605681
89,47.5786623895346,53.4683264837949,213,11.7813858567395
90,-16.5377725079067,-20.0718198615755,214,17.8463954908342
91,-41.2924285254957,-51.8498662538053,215,17.619950140523
92,45.1713613970187,38.7069704425173,216,16.3015193192277
