expID,PreyCount,HuntEvents,Duration,vID
220,0,0,0,1
223,1,0,0,2
232,0,0,0,3
237,0,1,5.1609756097561,4
243,0,0,0,1
244,1,0,0,2
256,0,0,0,3
257,1,1,0.551219512195122,4
267,0,0,0,1
268,0,0,0,2
278,0,3,6.77560975609756,3
280,0,3,2.89756097560976,4
291,0,3,5.55121951219512,1
293,0,1,1.42439024390244,2
300,1,14,31.1439024390244,3
307,0,0,0,4
315,0,2,3.18048780487805,1
322,0,2,3.49512195121951,2
324,1,5,10.080487804878,3
329,0,22,36.5341463414634,4
3400,0,3,4.54146341463415,1
3420,0,0,0,2
3460,2,8,9.28048780487805,3
3480,1,1,2.44390243902439,4
3510,1,3,5.92682926829268,1
3550,4,6,13.0707317073171,2
3580,4,1,0.270731707317073,3
3610,0,4,10.2878048780488,4
3640,3,2,4.67560975609756,1
3660,0,3,5.4609756097561,2
3690,0,0,0,3
3720,3,3,4.20731707317073,4
3760,0,0,0,1
3770,0,0,0,2
3820,0,1,1.6,3
3830,0,0,0,4
3880,0,8,14.9536585365854,1
3900,0,7,8.82439024390244,2
3940,0,5,8.10975609756098,3
3970,0,1,2.63170731707317,4
3990,0,3,7.60243902439024,1
4030,0,0,0,2
4060,0,14,20.2170731707317,3
4070,0,0,0,4
4120,1,2,7.5,1
4160,0,0,0,2
4190,2,1,3.67804878048781,3
4220,0,2,3.7609756097561,4
4250,2,17,31.8390243902439,1
4280,4,4,6.88536585365854,2
4310,7,14,21.0341463414634,3
4340,2,2,6.00487804878049,4
4380,7,0,0,1
4410,7,0,0,2
4440,8,6,11.6073170731707,3
4470,4,3,3.38780487804878,4
4530,1,1,2.67560975609756,1
4560,21,17,35.0512195121951,2
4580,2,8,13.6268292682927,3
4630,8,1,5.57317073170732,4
